,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
3558,1,1,4,9070.0,1.0,1.0,,1,4,19,2.0,10.0,125.0,1,0,0,1,1,0,19,0.0,0,6.0,7,6.0,12.666666666666666,,0.0,6.0,8.0,6,12.142857142857142,0,9.4,-0.8,-3.12,Enrolled,Oslo,,Part-Time,Medicine,
3559,1,1,1,9670.0,1.0,1.0,,1,2,1,2.0,4.0,140.7,1,0,0,1,1,0,20,0.0,0,5.0,5,5.0,12.6,,0.0,5.0,6.0,4,14.5,1,7.6,2.6,0.32,Graduate,Stockholm,,Part-Time,Arts,
3560,2,39,1,9500.0,1.0,19.0,,1,19,19,4.0,4.0,100.0,0,0,0,1,1,0,33,0.0,0,7.0,7,5.0,13.06,,0.0,7.0,9.0,0,0.0,0,16.2,0.3,-0.92,Enrolled,,,Online,Medicine,
3561,1,17,5,9773.0,1.0,1.0,,1,1,37,5.0,5.0,146.7,1,0,0,1,1,0,19,0.0,0,6.0,7,6.0,13.833333333333334,,0.0,6.0,8.0,6,13.625,0,7.6,2.6,0.32,Graduate,Helsinki,,Evening Classes,Science,
3562,1,39,1,9130.0,1.0,19.0,,1,34,34,99.0,99.0,96.0,0,0,0,1,1,0,31,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Istanbul,,Full-Time,Medicine,
3563,1,44,1,,1.0,39.0,160.0,1,3,38,2.0,3.0,160.0,0,0,1,0,1,0,24,0.0,2,,6,2.0,,0.0,,7.0,7.0,2,16.0,0,8.9,1.4,3.51,Dropout,Vienna,Middle Child,Evening Classes,Medicine,No Special Needs
3564,1,44,1,9119.0,1.0,39.0,,1,19,3,3.0,4.0,130.0,0,0,1,0,1,0,23,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Madrid,,Online,Medicine,
3565,2,39,1,9991.0,0.0,1.0,160.0,1,1,3,1.0,2.0,130.0,0,0,0,0,1,1,26,0.0,0,5.0,12,3.0,10.666666666666666,0.0,0.0,5.0,11.0,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,Sofia,Youngest Child,Evening Classes,Commerce,No Special Needs
3566,2,43,1,9070.0,1.0,2.0,,1,37,37,6.0,6.0,140.0,1,0,0,1,1,0,38,0.0,14,18.0,18,18.0,14.5,,13.0,18.0,18.0,18,14.5,0,16.2,0.3,-0.92,Graduate,Rome,,Evening Classes,Engineering,
3567,1,1,6,9119.0,1.0,1.0,,1,19,19,7.0,3.0,116.6,1,0,0,1,1,1,20,0.0,0,5.0,6,5.0,14.0,,0.0,5.0,7.0,5,13.8,0,8.9,1.4,3.51,Graduate,Lisbon,,Evening Classes,Engineering,
3568,1,17,5,,1.0,1.0,,1,1,19,9.0,9.0,120.5,1,0,0,1,1,0,20,0.0,0,,10,3.0,,,,5.0,11.0,5,13.571428571428571,0,12.4,0.5,1.79,Graduate,Kyiv,,Part-Time,Medicine,
3569,1,39,1,9085.0,1.0,19.0,,1,3,1,2.0,5.0,103.0,0,0,0,1,1,0,25,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Munich,,Online,Medicine,
3570,1,17,2,9070.0,1.0,1.0,121.0,1,1,19,144.0,144.0,111.9,1,0,0,1,1,0,19,0.0,0,6.0,9,5.0,12.0,0.0,0.0,6.0,10.0,4,11.2,0,8.9,1.4,3.51,Graduate,Amsterdam,Youngest Child,Full-Time,Commerce,Special Needs
3571,1,17,1,9119.0,1.0,1.0,,1,1,38,4.0,5.0,148.7,0,0,0,1,1,0,18,0.0,0,5.0,6,5.0,16.2,,0.0,5.0,8.0,5,16.0,0,8.9,1.4,3.51,Graduate,Brussels,,Online,Medicine,
3572,1,43,1,9991.0,0.0,12.0,133.1,1,12,12,9.0,9.0,120.0,0,0,0,1,1,0,28,0.0,7,13.0,13,7.0,10.285714285714286,0.0,5.0,11.0,13.0,5,10.6,0,10.8,1.4,1.74,Dropout,Bucharest,First Child,Online,Commerce,Special Needs
3573,1,1,2,9119.0,1.0,1.0,140.0,1,19,19,9.0,9.0,125.7,1,0,0,1,1,0,18,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Madrid,First Child,Full-Time,Engineering,Special Needs
3574,1,1,1,9254.0,1.0,1.0,,1,1,38,9.0,9.0,120.1,1,0,0,1,1,1,20,0.0,0,6.0,7,6.0,13.571428571428571,,0.0,6.0,8.0,6,13.166666666666666,0,8.9,1.4,3.51,Graduate,Milan,,Part-Time,Commerce,
3575,1,1,1,9130.0,1.0,1.0,140.0,1,4,3,3.0,3.0,127.8,0,0,0,1,1,0,18,0.0,0,6.0,7,6.0,14.285714285714286,0.0,0.0,6.0,9.0,6,14.857142857142858,0,11.1,0.6,2.02,Graduate,Berlin,Youngest Child,Part-Time,Arts,No Special Needs
3576,1,17,3,9147.0,1.0,1.0,112.0,1,1,1,3.0,3.0,106.4,1,0,0,1,1,0,19,0.0,0,5.0,7,5.0,10.2,0.0,0.0,5.0,6.0,4,10.5,0,12.4,0.5,1.79,Graduate,Kyiv,Youngest Child,Part-Time,Science,No Special Needs
3577,1,42,1,9500.0,1.0,1.0,,1,19,19,9.0,9.0,100.0,0,0,1,1,1,0,24,0.0,0,8.0,16,2.0,10.25,,0.0,8.0,16.0,2,10.25,1,12.7,3.7,-1.7,Dropout,Lisbon,,Full-Time,Engineering,
3578,1,17,4,9085.0,1.0,1.0,,1,1,3,5.0,5.0,123.9,1,0,0,1,1,0,21,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,,,Part-Time,Science,
3579,1,1,1,9670.0,1.0,1.0,,1,3,37,4.0,7.0,139.5,0,0,0,1,1,1,20,0.0,0,6.0,7,6.0,14.833333333333334,,0.0,6.0,6.0,6,14.833333333333334,0,12.7,3.7,-1.7,Graduate,Warsaw,,Full-Time,Medicine,
3580,1,44,1,9003.0,1.0,,,1,19,1,,8.0,150.0,1,0,0,1,1,0,21,,0,6.0,12,,,0.0,0.0,6.0,6.0,5,12.6,0,13.9,-0.3,0.79,Graduate,,,Part-Time,Commerce,Special Needs
3581,2,1,1,9556.0,1.0,1.0,,1,19,19,193.0,144.0,139.8,0,0,1,1,1,0,24,0.0,0,7.0,7,7.0,12.271428571428572,,0.0,8.0,10.0,7,13.657142857142857,0,10.8,1.4,1.74,Graduate,Saint Petersburg,,Part-Time,Medicine,
3582,1,39,1,9991.0,0.0,1.0,133.1,1,38,37,9.0,9.0,154.4,0,0,0,1,1,0,27,0.0,0,5.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Zurich,Youngest Child,Part-Time,Medicine,No Special Needs
3583,1,17,6,9147.0,1.0,1.0,120.0,1,37,38,9.0,9.0,115.5,1,0,1,0,1,0,19,0.0,0,5.0,8,4.0,12.5,0.0,0.0,5.0,9.0,5,10.5,0,8.9,1.4,3.51,Enrolled,Budapest,Youngest Child,Part-Time,Arts,No Special Needs
3584,1,39,1,8014.0,0.0,1.0,133.1,1,3,19,4.0,7.0,119.0,0,0,0,1,1,0,39,0.0,3,9.0,10,9.0,13.22222222222222,0.0,2.0,7.0,8.0,7,13.142857142857142,0,8.9,1.4,3.51,Graduate,Athens,Middle Child,Part-Time,Commerce,No Special Needs
3585,1,39,1,33.0,1.0,1.0,133.1,1,19,37,9.0,9.0,96.1,0,0,0,1,1,0,25,0.0,0,7.0,13,2.0,15.0,0.0,0.0,7.0,12.0,2,11.5,0,12.4,0.5,1.79,Dropout,Bucharest,Youngest Child,Evening Classes,Arts,No Special Needs
3586,1,7,1,171.0,1.0,3.0,130.0,1,1,2,9.0,2.0,130.0,0,0,0,0,1,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Prague,Youngest Child,Full-Time,Commerce,Special Needs
3587,1,43,1,9070.0,1.0,1.0,133.0,1,1,2,9.0,2.0,128.8,0,0,0,1,1,0,19,0.0,6,12.0,12,12.0,13.166666666666666,0.0,6.0,12.0,12.0,12,13.0,0,10.8,1.4,1.74,Graduate,Kyiv,First Child,Part-Time,Medicine,Special Needs
3588,1,18,1,9773.0,1.0,,,1,38,37,,8.0,126.8,0,0,0,1,1,1,21,,0,6.0,8,,,,0.0,6.0,6.0,4,14.0,0,13.9,-0.3,0.79,Graduate,,,Full-Time,Medicine,
3589,1,7,1,,0.0,40.0,,1,1,3,4.0,2.0,130.0,0,0,0,1,1,0,27,0.0,0,,0,0.0,,,,5.0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout,Lisbon,,Full-Time,Science,
3590,1,1,3,9147.0,1.0,1.0,124.0,1,1,1,5.0,3.0,116.7,1,0,0,1,1,0,19,0.0,0,5.0,6,0.0,0.0,0.0,0.0,5.0,6.0,0,0.0,0,7.6,2.6,0.32,Enrolled,Helsinki,First Child,Part-Time,Medicine,No Special Needs
3591,1,17,3,9500.0,1.0,1.0,,1,3,1,2.0,7.0,125.5,1,0,0,1,1,0,18,0.0,0,8.0,8,7.0,13.154285714285717,,0.0,8.0,8.0,7,13.154285714285717,0,10.8,1.4,1.74,Enrolled,Dublin,,Part-Time,Medicine,
3592,1,7,1,9670.0,1.0,3.0,,1,27,37,3.0,3.0,110.0,1,0,0,1,1,0,27,0.0,7,12.0,12,9.0,12.333333333333334,,6.0,11.0,11.0,6,13.166666666666666,0,9.4,-0.8,-3.12,Dropout,Zurich,,Full-Time,Medicine,
3593,1,1,3,9773.0,1.0,,,1,19,38,,3.0,133.7,1,0,1,1,1,0,18,,0,6.0,6,,,0.0,0.0,6.0,7.0,5,11.8,0,12.7,3.7,-1.7,Dropout,,,Online,Commerce,Special Needs
3594,1,1,1,9130.0,1.0,1.0,130.0,1,2,3,9.0,1.0,117.6,0,0,0,1,1,0,19,0.0,0,5.0,14,2.0,11.5,2.0,0.0,5.0,8.0,5,11.4,3,9.4,-0.8,-3.12,Enrolled,Dublin,Middle Child,Evening Classes,Engineering,No Special Needs
3595,1,44,1,9003.0,1.0,39.0,,1,19,38,9.0,10.0,140.0,0,0,0,1,1,0,19,0.0,0,6.0,15,3.0,13.25,,0.0,6.0,9.0,1,12.0,0,13.9,-0.3,0.79,Dropout,London,,Full-Time,Engineering,
3596,1,44,1,9003.0,,39.0,150.0,1,19,1,1.0,,150.0,0,0,0,1,1,0,22,,0,6.0,12,3.0,13.333333333333334,0.0,0.0,,,3,,0,15.5,,-4.06,Enrolled,,Middle Child,Online,Commerce,No Special Needs
3597,1,16,2,9238.0,1.0,1.0,,1,19,38,4.0,5.0,133.7,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,13.5,,0.0,6.0,6.0,6,12.166666666666666,0,10.8,1.4,1.74,Graduate,Zurich,,Evening Classes,Engineering,
3598,1,16,4,9773.0,1.0,1.0,109.0,1,37,37,9.0,3.0,137.0,1,0,0,1,0,1,18,0.0,0,6.0,7,6.0,12.666666666666666,0.0,0.0,6.0,8.0,5,12.8,0,10.8,1.4,1.74,Graduate,Warsaw,Middle Child,Full-Time,Science,Special Needs
3599,1,43,1,9147.0,1.0,1.0,,1,4,19,2.0,1.0,128.2,0,0,0,1,0,0,23,0.0,7,11.0,18,11.0,15.090909090909092,,2.0,6.0,7.0,6,14.5,0,9.4,-0.8,-3.12,Dropout,Dublin,,Online,Engineering,
3600,1,18,4,171.0,1.0,1.0,133.0,1,1,4,9.0,5.0,129.2,1,0,1,0,1,0,20,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Prague,First Child,Evening Classes,Medicine,No Special Needs
3601,1,17,3,9773.0,1.0,1.0,134.0,1,2,1,3.0,3.0,129.5,1,0,0,1,1,0,18,0.0,0,6.0,7,6.0,13.166666666666666,0.0,0.0,6.0,7.0,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,Istanbul,Youngest Child,Online,Engineering,No Special Needs
3602,1,1,4,9773.0,1.0,,,1,19,19,,7.0,129.6,1,0,0,1,1,0,18,,0,6.0,6,,,0.0,0.0,6.0,8.0,6,12.833333333333334,0,12.4,0.5,1.79,Graduate,,,Online,Science,No Special Needs
3603,1,17,3,9119.0,1.0,1.0,135.0,1,1,19,141.0,193.0,121.7,1,0,0,1,1,0,18,0.0,0,5.0,7,5.0,11.8,0.0,0.0,5.0,9.0,3,12.0,0,8.9,1.4,3.51,Enrolled,Oslo,Youngest Child,Online,Medicine,No Special Needs
3604,1,17,2,9773.0,1.0,1.0,132.0,1,19,1,9.0,9.0,141.8,1,0,0,1,1,0,20,0.0,0,6.0,6,6.0,11.833333333333334,0.0,0.0,6.0,6.0,6,12.166666666666666,0,12.7,3.7,-1.7,Graduate,Rome,First Child,Part-Time,Commerce,No Special Needs
3605,1,1,3,9773.0,1.0,1.0,135.0,1,3,1,2.0,4.0,129.8,1,0,0,1,1,0,20,0.0,0,6.0,6,5.0,12.8,0.0,0.0,6.0,11.0,3,12.75,0,15.5,2.8,-4.06,Graduate,Lisbon,Youngest Child,Online,Engineering,No Special Needs
3606,1,44,1,9070.0,1.0,39.0,,1,1,1,4.0,4.0,106.0,0,0,0,1,1,0,21,0.0,2,7.0,7,5.0,11.8,,5.0,9.0,9.0,5,11.0,0,12.4,0.5,1.79,Dropout,Stockholm,,Part-Time,Medicine,
3607,1,43,1,171.0,1.0,1.0,,1,19,19,9.0,4.0,121.6,0,0,0,1,1,0,22,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,13.9,-0.3,0.79,Enrolled,Istanbul,,Evening Classes,Commerce,
3608,1,17,1,9119.0,1.0,1.0,125.0,1,19,1,5.0,4.0,121.5,1,0,0,1,1,0,20,0.0,0,5.0,7,5.0,15.8,0.0,0.0,5.0,7.0,5,14.571428571428571,0,11.1,0.6,2.02,Dropout,Helsinki,Middle Child,Full-Time,Arts,Special Needs
3609,1,1,1,171.0,1.0,1.0,,1,1,37,9.0,9.0,117.0,0,0,1,1,1,0,19,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,15.5,2.8,-4.06,Enrolled,Edinburgh,,Evening Classes,Science,
3610,1,44,1,9119.0,1.0,39.0,130.0,1,38,19,9.0,5.0,130.0,1,0,0,1,1,0,19,0.0,0,5.0,9,2.0,12.5,0.0,0.0,5.0,10.0,3,11.6,0,12.4,0.5,1.79,Enrolled,Stockholm,Youngest Child,Online,Science,No Special Needs
3611,1,17,1,9670.0,1.0,1.0,,1,1,1,4.0,4.0,117.7,1,0,0,1,1,0,20,0.0,0,6.0,9,6.0,14.666666666666666,,0.0,6.0,7.0,6,13.857142857142858,0,8.9,1.4,3.51,Graduate,,,Full-Time,Science,
3612,1,44,1,9085.0,1.0,39.0,140.0,1,19,37,5.0,7.0,140.0,1,0,0,1,1,0,19,0.0,2,6.0,10,4.0,12.5,0.0,1.0,6.0,16.0,2,12.0,0,12.4,0.5,1.79,Dropout,Helsinki,Middle Child,Full-Time,Arts,Special Needs
3613,1,1,1,9119.0,1.0,1.0,132.0,1,1,12,3.0,3.0,133.1,1,0,0,1,1,0,19,0.0,0,5.0,7,3.0,12.0,0.0,0.0,6.0,10.0,2,10.5,0,11.1,0.6,2.02,Dropout,Warsaw,Middle Child,Evening Classes,Commerce,No Special Needs
3614,1,15,1,9119.0,1.0,1.0,133.1,41,2,2,2.0,2.0,100.0,0,0,1,1,1,0,24,1.0,2,8.0,8,7.0,13.142857142857142,0.0,1.0,6.0,8.0,6,11.833333333333334,0,8.9,1.4,3.51,Enrolled,Zurich,Middle Child,Part-Time,Medicine,No Special Needs
3615,1,17,1,9670.0,1.0,1.0,,1,19,1,5.0,4.0,119.1,0,0,1,1,1,0,18,0.0,0,6.0,6,3.0,12.666666666666666,,0.0,6.0,11.0,4,11.142857142857142,0,10.8,1.4,1.74,Dropout,Zurich,,Full-Time,Commerce,
3616,1,1,1,9119.0,1.0,1.0,148.0,1,19,19,9.0,8.0,129.8,0,0,0,0,1,1,18,0.0,0,5.0,6,5.0,15.0,0.0,0.0,5.0,6.0,5,14.2,0,8.9,1.4,3.51,Enrolled,Edinburgh,Youngest Child,Evening Classes,Commerce,Special Needs
3617,1,1,1,9238.0,1.0,1.0,,1,19,38,9.0,7.0,131.3,1,0,1,1,0,0,18,0.0,0,6.0,7,5.0,13.6,,0.0,6.0,7.0,5,11.8,0,8.9,1.4,3.51,Dropout,,,Full-Time,Engineering,
3618,1,17,5,9773.0,1.0,1.0,143.0,1,1,1,7.0,7.0,136.7,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,12.5,0.0,0.0,6.0,6.0,6,13.833333333333334,0,8.9,1.4,3.51,Graduate,Kyiv,Middle Child,Part-Time,Commerce,Special Needs
3619,1,17,1,9238.0,1.0,,,1,19,37,,9.0,126.2,1,0,0,1,0,1,21,,0,6.0,7,,,0.0,0.0,6.0,7.0,6,13.5,0,12.4,0.5,1.79,Graduate,,,Online,Engineering,No Special Needs
3620,1,15,1,9085.0,1.0,,,41,37,37,,9.0,109.6,0,0,0,1,0,0,18,,0,6.0,13,,,0.0,0.0,6.0,15.0,5,11.0,0,11.1,0.6,2.02,Dropout,,,Full-Time,Commerce,Special Needs
3621,1,1,1,9500.0,1.0,1.0,,1,1,19,3.0,3.0,131.9,1,0,0,1,0,1,18,0.0,0,7.0,7,7.0,15.101428571428572,,0.0,8.0,8.0,8,16.09375,0,11.1,0.6,2.02,Graduate,Berlin,,Full-Time,Medicine,
3622,1,1,2,9238.0,1.0,1.0,140.0,1,19,37,9.0,9.0,140.7,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6,16.0,0,10.8,1.4,1.74,Graduate,Warsaw,First Child,Part-Time,Engineering,No Special Needs
3623,1,18,6,,0.0,1.0,134.0,1,3,19,2.0,4.0,120.7,1,0,0,1,0,0,23,0.0,0,,8,4.0,,0.0,,6.0,6.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Edinburgh,Middle Child,Online,Arts,No Special Needs
3624,1,1,2,9147.0,1.0,1.0,,1,3,19,2.0,4.0,113.8,1,0,0,1,0,0,21,0.0,0,5.0,9,3.0,11.666666666666666,,0.0,5.0,9.0,4,11.75,0,8.9,1.4,3.51,Graduate,Prague,,Evening Classes,Engineering,
3625,1,1,1,9238.0,1.0,,,1,19,38,,5.0,121.0,0,0,0,1,0,0,20,,0,6.0,13,,,0.0,0.0,6.0,13.0,1,13.0,0,9.4,-0.8,-3.12,Enrolled,,,Online,Medicine,No Special Needs
3626,1,17,1,8014.0,0.0,1.0,,1,34,34,0.0,0.0,112.4,1,0,0,1,0,0,26,0.0,4,7.0,15,7.0,11.571428571428571,,2.0,6.0,14.0,2,11.0,0,7.6,2.6,0.32,Dropout,Kyiv,,Part-Time,Engineering,
3627,1,1,6,9773.0,1.0,1.0,,1,1,19,4.0,4.0,131.0,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,12.166666666666666,,0.0,6.0,10.0,5,11.2,0,7.6,2.6,0.32,Enrolled,,,Online,Commerce,
3628,1,1,1,171.0,1.0,1.0,143.0,1,3,37,9.0,9.0,142.7,1,0,0,1,0,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Rome,Middle Child,Evening Classes,Engineering,No Special Needs
3629,1,1,1,9670.0,1.0,1.0,123.0,1,19,19,9.0,8.0,125.5,0,0,0,0,0,1,19,0.0,0,6.0,6,6.0,13.833333333333334,0.0,0.0,6.0,7.0,6,14.285714285714286,0,8.9,1.4,3.51,Graduate,Vienna,First Child,Part-Time,Medicine,No Special Needs
3630,1,1,3,9500.0,1.0,1.0,,1,19,1,9.0,3.0,107.8,1,0,0,1,0,1,20,0.0,0,7.0,10,6.0,12.357142857142858,,0.0,8.0,9.0,7,13.0,0,13.9,-0.3,0.79,Graduate,Zurich,,Part-Time,Science,
3631,1,1,3,9773.0,1.0,1.0,117.0,1,38,19,7.0,7.0,110.4,1,0,1,0,0,0,19,0.0,0,6.0,7,6.0,12.166666666666666,0.0,0.0,6.0,10.0,2,10.333333333333334,0,16.2,0.3,-0.92,Dropout,Rome,Youngest Child,Full-Time,Science,No Special Needs
3632,1,44,1,9238.0,1.0,39.0,,1,37,19,191.0,102.0,136.1,1,0,1,1,0,0,21,0.0,3,6.0,8,3.0,12.0,,2.0,6.0,6.0,2,12.5,0,12.4,0.5,1.79,Enrolled,,,Part-Time,Engineering,
3633,1,39,1,9254.0,1.0,1.0,,1,37,37,4.0,6.0,138.3,0,0,0,1,0,0,33,0.0,5,10.0,14,9.0,12.416666666666666,,5.0,9.0,14.0,7,13.0,0,10.8,1.4,1.74,Graduate,Helsinki,,Part-Time,Arts,
3634,1,1,2,9085.0,1.0,1.0,157.0,1,3,38,4.0,6.0,142.3,0,0,0,1,0,0,18,0.0,0,5.0,7,4.0,12.75,0.0,0.0,5.0,6.0,4,12.75,0,7.6,2.6,0.32,Graduate,Dublin,Youngest Child,Part-Time,Arts,No Special Needs
3635,1,42,1,9500.0,1.0,6.0,,1,37,1,9.0,4.0,145.0,0,0,0,1,0,0,21,0.0,12,21.0,33,18.0,14.933333333333334,,12.0,21.0,33.0,18,14.933333333333334,12,7.6,2.6,0.32,Graduate,Vienna,,Evening Classes,Science,
3636,1,1,1,9773.0,1.0,1.0,125.0,1,3,19,2.0,3.0,125.7,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,13.0,0.0,0.0,6.0,7.0,6,11.666666666666666,0,8.9,1.4,3.51,Graduate,Paris,Youngest Child,Online,Engineering,Special Needs
3637,4,39,1,9853.0,1.0,19.0,,1,38,19,9.0,9.0,108.0,0,0,1,0,0,0,33,0.0,0,7.0,7,7.0,12.857142857142858,,0.0,7.0,8.0,6,12.666666666666666,0,8.9,1.4,3.51,Enrolled,,,Full-Time,Science,
3638,2,1,4,9500.0,,,,1,38,38,,,128.7,1,0,0,1,0,0,18,,0,7.0,10,,,,0.0,,,8,,0,15.5,,-4.06,Graduate,,,Online,Engineering,
3639,1,1,1,9670.0,1.0,1.0,142.0,1,1,19,4.0,4.0,128.0,0,0,0,1,0,1,18,0.0,0,6.0,8,6.0,14.0,0.0,0.0,6.0,7.0,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,Copenhagen,Middle Child,Part-Time,Arts,No Special Needs
3640,1,1,3,,1.0,,,1,19,38,,4.0,146.5,1,0,0,1,0,1,20,,0,,6,,,0.0,,6.0,7.0,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,,,Part-Time,Medicine,No Special Needs
3641,1,1,2,9254.0,1.0,1.0,112.0,1,37,37,6.0,6.0,106.1,1,0,0,0,0,0,20,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Edinburgh,First Child,Full-Time,Commerce,No Special Needs
3642,1,17,2,8014.0,0.0,1.0,,1,19,1,1.0,1.0,118.0,0,0,0,1,0,1,20,0.0,0,6.0,6,6.0,11.666666666666666,,0.0,6.0,12.0,5,14.0,0,10.8,1.4,1.74,Graduate,Edinburgh,,Online,Arts,
3643,1,17,1,9085.0,1.0,1.0,,1,1,37,4.0,9.0,117.0,1,0,0,1,0,1,19,0.0,0,5.0,6,4.0,12.0,,0.0,5.0,8.0,5,13.333333333333334,1,10.8,1.4,1.74,Graduate,Budapest,,Evening Classes,Medicine,
3644,1,1,3,9238.0,1.0,1.0,121.0,1,38,37,8.0,8.0,115.4,1,0,0,1,0,1,19,0.0,0,6.0,7,6.0,11.714285714285714,0.0,0.0,6.0,6.0,6,11.833333333333334,0,13.9,-0.3,0.79,Graduate,Athens,First Child,Full-Time,Science,No Special Needs
3645,1,17,3,9238.0,1.0,1.0,133.1,1,41,1,2.0,3.0,117.0,1,0,0,1,0,0,21,0.0,0,6.0,8,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6,12.428571428571429,0,11.1,0.6,2.02,Graduate,Kyiv,First Child,Evening Classes,Science,No Special Needs
3646,1,39,1,9085.0,1.0,1.0,133.1,1,3,3,4.0,2.0,144.9,1,0,0,1,0,0,26,0.0,0,6.0,11,3.0,11.75,0.0,0.0,6.0,19.0,4,12.8,0,12.4,0.5,1.79,Enrolled,Oslo,Youngest Child,Online,Commerce,No Special Needs
3647,1,17,1,9238.0,1.0,1.0,135.0,1,37,37,8.0,6.0,127.0,0,0,0,1,0,0,21,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Saint Petersburg,Middle Child,Part-Time,Arts,Special Needs
3648,1,1,4,9500.0,1.0,1.0,132.0,1,19,38,5.0,5.0,118.0,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,12.328571428571427,0.0,0.0,8.0,8.0,7,12.328571428571427,0,12.7,3.7,-1.7,Graduate,Istanbul,Youngest Child,Evening Classes,Arts,No Special Needs
3649,5,39,1,9853.0,1.0,19.0,133.1,1,37,37,9.0,8.0,118.0,0,0,0,1,0,0,27,0.0,0,7.0,14,6.0,11.666666666666666,0.0,0.0,7.0,10.0,1,10.0,0,12.4,0.5,1.79,Dropout,Paris,Youngest Child,Part-Time,Arts,No Special Needs
3650,1,43,1,9070.0,1.0,1.0,,1,1,38,3.0,9.0,126.4,1,0,0,1,0,1,20,0.0,5,12.0,12,12.0,13.25,,5.0,12.0,12.0,11,12.727272727272728,0,15.5,2.8,-4.06,Graduate,Lisbon,,Full-Time,Engineering,
3651,1,43,1,,1.0,39.0,,1,19,3,7.0,10.0,110.0,0,0,0,1,0,0,21,0.0,0,,8,5.0,,,,6.0,8.0,4,13.25,2,16.2,0.3,-0.92,Enrolled,London,,Online,Medicine,
3652,1,17,1,9556.0,1.0,1.0,,1,38,37,9.0,9.0,124.4,1,0,0,1,0,1,18,0.0,0,7.0,7,7.0,13.3,,0.0,8.0,8.0,8,15.125,0,15.5,2.8,-4.06,Graduate,Dublin,,Full-Time,Medicine,
3653,1,44,1,9085.0,1.0,39.0,140.0,1,1,19,9.0,9.0,140.0,1,0,0,1,0,0,20,0.0,1,6.0,13,6.0,12.555555555555555,0.0,1.0,6.0,11.0,5,11.8,0,16.2,0.3,-0.92,Enrolled,Zurich,First Child,Full-Time,Medicine,No Special Needs
3654,1,1,1,9773.0,1.0,1.0,,1,1,19,4.0,10.0,129.4,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,12.833333333333334,,0.0,6.0,7.0,6,12.166666666666666,0,11.1,0.6,2.02,Graduate,,,Full-Time,Engineering,
3655,1,44,1,9238.0,1.0,39.0,,1,1,1,3.0,5.0,141.7,0,0,0,1,0,1,20,0.0,3,6.0,6,6.0,12.833333333333334,,2.0,6.0,6.0,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate,Amsterdam,,Evening Classes,Commerce,
